Time FPGA: 263.38 ms.
Time CPU: 7.88092 ms.
Error at index 0 ; gold=0; out=0.334622
Error at index 10481073 ; gold=0; out=0.420076
Error at index 10481074 ; gold=0; out=0.290361
Error at index 10481075 ; gold=0; out=0.148015
Error at index 10481076 ; gold=0; out=0.490816
Error at index 10481077 ; gold=0; out=0.189633
Error at index 10481078 ; gold=0; out=0.910406
Error at index 10481079 ; gold=0; out=0.112353
Error at index 10481080 ; gold=0; out=0.330613
Error at index 10481081 ; gold=0; out=0.906205
Error at index 10481082 ; gold=0; out=0.805209
Error at index 10481083 ; gold=0; out=0.0688334
Error at index 10481084 ; gold=0; out=0.917593
Error at index 10481085 ; gold=0; out=0.3035
Error at index 10481086 ; gold=0; out=0.25568
Error at index 10481087 ; gold=0; out=0.412218
Error at index 10481088 ; gold=0; out=0.48988
Error at index 10481089 ; gold=0; out=0.365221
Error at index 10481090 ; gold=0; out=0.831248
Error at index 10481091 ; gold=0; out=0.372159
Error at index 10481092 ; gold=0; out=0.243366
Error at index 10481093 ; gold=0; out=0.474991
Error at index 10481094 ; gold=0; out=0.426175
Error at index 10481095 ; gold=0; out=0.432965
Error at index 10481096 ; gold=0; out=0.38937
Error at index 10481097 ; gold=0; out=0.267031
Error at index 10481098 ; gold=0; out=0.508629
Error at index 10481099 ; gold=0; out=0.150133
Error at index 10481100 ; gold=0; out=0.464709
Error at index 10481101 ; gold=0; out=0.0197601
Error at index 10481102 ; gold=0; out=0.569217
Error at index 10481103 ; gold=0; out=0.299137
Error at index 10481104 ; gold=0; out=0.439836
Error at index 10481105 ; gold=0; out=0.859578
Error at index 10481106 ; gold=0; out=0.447152
Error at index 10481107 ; gold=0; out=0.930652
Error at index 10481108 ; gold=0; out=0.0492118
Error at index 10481109 ; gold=0; out=0.357558
Error at index 10481110 ; gold=0; out=0.0430054
Error at index 10481111 ; gold=0; out=0.379825
Error at index 10481112 ; gold=0; out=0.263762
Error at index 10481113 ; gold=0; out=0.848214
Error at index 10481114 ; gold=0; out=0.448658
Error at index 10481115 ; gold=0; out=0.181356
Error at index 10481116 ; gold=0; out=0.151714
Error at index 10481117 ; gold=0; out=0.704338
Error at index 10481118 ; gold=0; out=0.593574
Error at index 10481119 ; gold=0; out=0.641594
Error at index 10481120 ; gold=0; out=0.0695589
Error at index 10481121 ; gold=0; out=0.424822
Error at index 10481122 ; gold=0; out=0.0137534
Error at index 10481123 ; gold=0; out=0.312925
Error at index 10481124 ; gold=0; out=0.899814
Error at index 10481125 ; gold=0; out=0.439928
Error at index 10481126 ; gold=0; out=0.74589
Error at index 10481127 ; gold=0; out=0.289184
Error at index 10481128 ; gold=0; out=0.706959
Error at index 10481129 ; gold=0; out=0.254519
Error at index 10481130 ; gold=0; out=0.439317
Error at index 10481131 ; gold=0; out=0.171668
Error at index 10481132 ; gold=0; out=0.274279
Error at index 10481133 ; gold=0; out=0.00853403
Error at index 10481134 ; gold=0; out=0.470805
Error at index 10481135 ; gold=0; out=0.714115
Error at index 10481136 ; gold=0; out=0.868112
Error at index 10481137 ; gold=0; out=0.917957
Error at index 10481138 ; gold=0; out=0.644767
Error at index 10481139 ; gold=0; out=0.917324
Error at index 10481140 ; gold=0; out=0.275515
Error at index 10481141 ; gold=0; out=0.687773
Error at index 10481142 ; gold=0; out=0.297149
Error at index 10481143 ; gold=0; out=0.539277
Error at index 10481144 ; gold=0; out=0.535987
Error at index 10481145 ; gold=0; out=0.745807
Error at index 10481146 ; gold=0; out=0.720633
Error at index 10481147 ; gold=0; out=0.687701
Error at index 10481148 ; gold=0; out=0.450145
Error at index 10481149 ; gold=0; out=0.314207
Error at index 10481150 ; gold=0; out=0.329295
Error at index 10481151 ; gold=0; out=0.519704
Error at index 10481152 ; gold=0; out=0.73903
Error at index 10481153 ; gold=0; out=0.343048
Error at index 10481154 ; gold=0; out=0.832629
Error at index 10481155 ; gold=0; out=0.638843
Error at index 10481156 ; gold=0; out=0.782976
Error at index 10481157 ; gold=0; out=0.578519
Error at index 10481158 ; gold=0; out=0.928027
Error at index 10481159 ; gold=0; out=0.489935
Error at index 10481160 ; gold=0; out=0.833037
Error at index 10481161 ; gold=0; out=0.367344
Error at index 10481162 ; gold=0; out=0.661604
Error at index 10481163 ; gold=0; out=0.107316
Error at index 10481164 ; gold=0; out=0.375878
Error at index 10481165 ; gold=0; out=0.132408
Error at index 10481166 ; gold=0; out=0.821431
Error at index 10481167 ; gold=0; out=0.24399
Error at index 10481168 ; gold=0; out=0.0503654
Error at index 10481169 ; gold=0; out=0.466198
Error at index 10481170 ; gold=0; out=0.161314
Error at index 10481171 ; gold=0; out=0.32588
Error at index 10481172 ; gold=0; out=0.153971
Error at index 10481173 ; gold=0; out=0.458463
Error at index 10481174 ; gold=0; out=0.865157
Error at index 10481175 ; gold=0; out=0.689957
Error at index 10481176 ; gold=0; out=0.20427
Error at index 10481177 ; gold=0; out=0.58579
Error at index 10481178 ; gold=0; out=0.377658
Error at index 10481179 ; gold=0; out=0.654415
Error at index 10481180 ; gold=0; out=0.899997
Error at index 10481181 ; gold=0; out=0.706952
Error at index 10481182 ; gold=0; out=0.174119
Error at index 10481183 ; gold=0; out=0.639027
Error at index 10481184 ; gold=0; out=0.0500001
Error at index 10481185 ; gold=0; out=0.00674761
Error at index 10481186 ; gold=0; out=0.27787
Error at index 10481187 ; gold=0; out=0.832976
Error at index 10481188 ; gold=0; out=0.585266
Error at index 10481189 ; gold=0; out=0.205897
Error at index 10481190 ; gold=0; out=0.322912
Error at index 10481191 ; gold=0; out=0.418303
Error at index 10481192 ; gold=0; out=0.573241
Error at index 10481193 ; gold=0; out=0.984515
Error at index 10481194 ; gold=0; out=0.525619
Error at index 10481195 ; gold=0; out=0.949119
Error at index 10481196 ; gold=0; out=0.116924
Error at index 10481197 ; gold=0; out=0.34705
Error at index 10481198 ; gold=0; out=0.193109
Error at index 10481199 ; gold=0; out=0.167289
Error at index 10481200 ; gold=0; out=0.813248
Error at index 10481201 ; gold=0; out=0.354423
Error at index 10481202 ; gold=0; out=0.493169
Error at index 10481203 ; gold=0; out=0.967219
Error at index 10481204 ; gold=0; out=0.812887
Error at index 10481205 ; gold=0; out=0.358327
Error at index 10481206 ; gold=0; out=0.657176
Error at index 10481207 ; gold=0; out=0.0171571
Error at index 10481208 ; gold=0; out=0.944117
Error at index 10481209 ; gold=0; out=0.0348334
Error at index 10481210 ; gold=0; out=0.671572
Error at index 10481211 ; gold=0; out=0.844114
Error at index 10481212 ; gold=0; out=0.741786
Error at index 10481213 ; gold=0; out=0.845691
Error at index 10481214 ; gold=0; out=0.483141
Error at index 10481215 ; gold=0; out=0.791786
Error at index 10481216 ; gold=0; out=0.852439
Error at index 10481217 ; gold=0; out=0.761012
Error at index 10481218 ; gold=0; out=0.624762
Error at index 10481219 ; gold=0; out=0.437705
Error at index 10481220 ; gold=0; out=0.966909
Error at index 10481221 ; gold=0; out=0.947674
Error at index 10481222 ; gold=0; out=0.856008
Error at index 10481223 ; gold=0; out=0.54015
Error at index 10481224 ; gold=0; out=0.932189
Error at index 10481225 ; gold=0; out=0.381627
Error at index 10481226 ; gold=0; out=0.489269
Error at index 10481227 ; gold=0; out=0.0491125
Error at index 10481228 ; gold=0; out=0.728677
Error at index 10481229 ; gold=0; out=0.682378
Error at index 10481230 ; gold=0; out=0.216402
Error at index 10481231 ; gold=0; out=0.541925
Error at index 10481232 ; gold=0; out=0.0368015
Error at index 10481233 ; gold=0; out=0.709571
Error at index 10481234 ; gold=0; out=0.509144
Error at index 10481235 ; gold=0; out=0.849688
Error at index 10481236 ; gold=0; out=0.0678974
Error at index 10481237 ; gold=0; out=0.166319
Error at index 10481238 ; gold=0; out=0.866845
Error at index 10481239 ; gold=0; out=0.0120144
Error at index 10481240 ; gold=0; out=0.201153
Error at index 10481241 ; gold=0; out=0.538418
Error at index 10481242 ; gold=0; out=0.856129
Error at index 10481243 ; gold=0; out=0.942938
Error at index 10481244 ; gold=0; out=0.384109
Error at index 10481245 ; gold=0; out=0.33927
Error at index 10481246 ; gold=0; out=0.734724
Error at index 10481247 ; gold=0; out=0.236547
Error at index 10481248 ; gold=0; out=0.100282
Error at index 10481249 ; gold=0; out=0.359486
Error at index 10481250 ; gold=0; out=0.674252
Error at index 10481251 ; gold=0; out=0.0671909
Error at index 10481252 ; gold=0; out=0.307159
Error at index 10481253 ; gold=0; out=0.53026
Error at index 10481254 ; gold=0; out=0.607341
Error at index 10481255 ; gold=0; out=0.239348
Error at index 10481256 ; gold=0; out=0.911887
Error at index 10481257 ; gold=0; out=0.0966101
Error at index 10481258 ; gold=0; out=0.288461
Error at index 10481259 ; gold=0; out=0.640564
Error at index 10481260 ; gold=0; out=0.778988
Error at index 10481261 ; gold=0; out=0.504862
Error at index 10481262 ; gold=0; out=0.182489
Error at index 10481263 ; gold=0; out=0.81579
Error at index 10481264 ; gold=0; out=0.214433
Error at index 10481265 ; gold=0; out=0.691633
Error at index 10481266 ; gold=0; out=0.665478
Error at index 10481267 ; gold=0; out=0.28233
Error at index 10481268 ; gold=0; out=0.857952
Error at index 10481269 ; gold=0; out=0.532323
Error at index 10481270 ; gold=0; out=0.294345
Error at index 10481271 ; gold=0; out=0.0591046
Error at index 10481272 ; gold=0; out=0.0707411
Error at index 10481273 ; gold=0; out=0.150474
Error at index 10481274 ; gold=0; out=0.00204275
Error at index 10481275 ; gold=0; out=0.45485
Error at index 10481276 ; gold=0; out=0.489744
Error at index 10481277 ; gold=0; out=0.736767
Error at index 10481278 ; gold=0; out=0.691397
Error at index 10481279 ; gold=0; out=0.590026
Error at index 10481280 ; gold=0; out=0.0962522
Error at index 10481281 ; gold=0; out=0.365649
Error at index 10481282 ; gold=0; out=0.657216
Error at index 10481283 ; gold=0; out=0.403411
Error at index 10481284 ; gold=0; out=0.895909
Error at index 10481285 ; gold=0; out=0.264558
Error at index 10481286 ; gold=0; out=0.64276
Error at index 10481287 ; gold=0; out=0.807796
Error at index 10481288 ; gold=0; out=0.361168
Error at index 10481289 ; gold=0; out=0.93122
Error at index 10481290 ; gold=0; out=0.44836
Error at index 10481291 ; gold=0; out=0.140156
Error at index 10481292 ; gold=0; out=0.436082
Error at index 10481293 ; gold=0; out=0.630849
Error at index 10481294 ; gold=0; out=0.955945
Error at index 10481295 ; gold=0; out=0.650515
Error at index 10481296 ; gold=0; out=0.322482
Error at index 10481297 ; gold=0; out=0.621423
Error at index 10481298 ; gold=0; out=0.932845
Error at index 10481299 ; gold=0; out=0.180434
Error at index 10481300 ; gold=0; out=0.153747
Error at index 10481301 ; gold=0; out=0.22719
Error at index 10481302 ; gold=0; out=0.239538
Error at index 10481303 ; gold=0; out=0.224488
Error at index 10481304 ; gold=0; out=0.377664
Error at index 10481305 ; gold=0; out=0.241581
Error at index 10481306 ; gold=0; out=0.679337
Error at index 10481307 ; gold=0; out=0.867407
Error at index 10481308 ; gold=0; out=0.978348
Error at index 10481309 ; gold=0; out=0.370734
Error at index 10481310 ; gold=0; out=0.457433
Error at index 10481311 ; gold=0; out=0.0745997
Error at index 10481312 ; gold=0; out=0.736383
Error at index 10481313 ; gold=0; out=0.114649
Error at index 10481314 ; gold=0; out=0.478011
Error at index 10481315 ; gold=0; out=0.632292
Error at index 10481316 ; gold=0; out=0.379207
Error at index 10481317 ; gold=0; out=0.120771
Error at index 10481318 ; gold=0; out=0.440087
Error at index 10481319 ; gold=0; out=0.740374
Error at index 10481320 ; gold=0; out=0.0519907
Error at index 10481321 ; gold=0; out=0.888447
Error at index 10481322 ; gold=0; out=0.88053
Error at index 10481323 ; gold=0; out=0.488073
Error at index 10481324 ; gold=0; out=0.519296
Error at index 10481325 ; gold=0; out=0.836475
Error at index 10481326 ; gold=0; out=0.138588
Error at index 10481327 ; gold=0; out=0.841778
Error at index 10481328 ; gold=0; out=0.457898
Error at index 10481329 ; gold=0; out=0.0714334
Error at index 10481330 ; gold=0; out=0.0222117
Error at index 10481331 ; gold=0; out=0.611645
Error at index 10481332 ; gold=0; out=0.298623
Error at index 10481333 ; gold=0; out=0.26175
Error at index 10481334 ; gold=0; out=0.836133
Error at index 10481335 ; gold=0; out=0.676287
Error at index 10481336 ; gold=0; out=0.503331
Error at index 10481337 ; gold=0; out=0.51547
Error at index 10481338 ; gold=0; out=0.543694
Error at index 10481339 ; gold=0; out=0.481679
Error at index 10481340 ; gold=0; out=0.886204
Error at index 10481341 ; gold=0; out=0.0011274
Error at index 10481342 ; gold=0; out=0.556278
Error at index 10481343 ; gold=0; out=0.622587
Error at index 10481344 ; gold=0; out=0.115777
Error at index 10481345 ; gold=0; out=0.0342894
Error at index 10481346 ; gold=0; out=0.254879
Error at index 10481347 ; gold=0; out=0.494984
Error at index 10481348 ; gold=0; out=0.15506
Error at index 10481349 ; gold=0; out=0.694966
Error at index 10481350 ; gold=0; out=0.235358
Error at index 10481351 ; gold=0; out=0.207051
Error at index 10481352 ; gold=0; out=0.583414
Error at index 10481353 ; gold=0; out=0.115888
Error at index 10481354 ; gold=0; out=0.695124
Error at index 10481355 ; gold=0; out=0.10271
Error at index 10481356 ; gold=0; out=0.952363
Error at index 10481357 ; gold=0; out=0.833712
Error at index 10481358 ; gold=0; out=0.944488
Error at index 10481359 ; gold=0; out=0.410262
Error at index 10481360 ; gold=0; out=0.905145
Error at index 10481361 ; gold=0; out=0.966699
Error at index 10481362 ; gold=0; out=0.0219069
Error at index 10481363 ; gold=0; out=0.203768
Error at index 10481364 ; gold=0; out=0.228449
Error at index 10481365 ; gold=0; out=0.85804
Error at index 10481366 ; gold=0; out=0.880056
Error at index 10481367 ; gold=0; out=0.73178
Error at index 10481368 ; gold=0; out=0.37351
Error at index 10481369 ; gold=0; out=0.42375
Error at index 10481370 ; gold=0; out=0.213459
Error at index 10481371 ; gold=0; out=0.259714
Error at index 10481372 ; gold=0; out=0.424878
Error at index 10481373 ; gold=0; out=0.769737
Error at index 10481374 ; gold=0; out=0.882302
Error at index 10481375 ; gold=0; out=0.540654
Error at index 10481376 ; gold=0; out=0.804027
Error at index 10481377 ; gold=0; out=0.137181
Error at index 10481378 ; gold=0; out=0.0356378
Error at index 10481379 ; gold=0; out=0.959087
Error at index 10481380 ; gold=0; out=0.832147
Error at index 10481381 ; gold=0; out=0.270996
Error at index 10481382 ; gold=0; out=0.166137
Error at index 10481383 ; gold=0; out=0.415561
Error at index 10481384 ; gold=0; out=0.386884
Error at index 10481385 ; gold=0; out=0.861261
Error at index 10481386 ; gold=0; out=0.51827
Error at index 10481387 ; gold=0; out=0.339247
Error at index 10481388 ; gold=0; out=0.694973
Error at index 10481389 ; gold=0; out=0.462758
Error at index 10481390 ; gold=0; out=0.749509
Error at index 10481391 ; gold=0; out=0.600118
Error at index 10481392 ; gold=0; out=0.429458
Error at index 10481393 ; gold=0; out=0.771416
Error at index 10481394 ; gold=0; out=0.803886
Error at index 10481395 ; gold=0; out=0.657907
Error at index 10481396 ; gold=0; out=0.629455
Error at index 10481397 ; gold=0; out=0.683942
Error at index 10481398 ; gold=0; out=0.389687
Error at index 10481399 ; gold=0; out=0.00296514
Error at index 10481400 ; gold=0; out=0.107692
Error at index 10481401 ; gold=0; out=0.603146
Error at index 10481402 ; gold=0; out=0.262679
Error at index 10481403 ; gold=0; out=0.53257
Error at index 10481404 ; gold=0; out=0.372883
Error at index 10481405 ; gold=0; out=0.144981
Error at index 10481406 ; gold=0; out=0.0732238
Error at index 10481407 ; gold=0; out=0.17691
Error at index 10481408 ; gold=0; out=0.282161
Error at index 10481409 ; gold=0; out=0.108862
Error at index 10481410 ; gold=0; out=0.135997
Error at index 10481411 ; gold=0; out=0.114308
Error at index 10481412 ; gold=0; out=0.379857
Error at index 10481413 ; gold=0; out=0.302134
Error at index 10481414 ; gold=0; out=0.529869
Error at index 10481415 ; gold=0; out=0.766741
Error at index 10481416 ; gold=0; out=0.163395
Error at index 10481417 ; gold=0; out=0.0481393
Error at index 10481418 ; gold=0; out=0.105988
Error at index 10481419 ; gold=0; out=0.858368
Error at index 10481420 ; gold=0; out=0.510897
Error at index 10481421 ; gold=0; out=0.855497
Error at index 10481422 ; gold=0; out=0.458486
Error at index 10481423 ; gold=0; out=0.940355
Error at index 10481424 ; gold=0; out=0.626913
Error at index 10481425 ; gold=0; out=0.262372
Error at index 10481426 ; gold=0; out=0.598262
Error at index 10481427 ; gold=0; out=0.256369
Error at index 10481428 ; gold=0; out=0.946314
Error at index 10481429 ; gold=0; out=0.987949
Error at index 10481430 ; gold=0; out=0.259334
Error at index 10481431 ; gold=0; out=0.0540057
Error at index 10481432 ; gold=0; out=0.591095
Error at index 10481433 ; gold=0; out=0.522013
Error at index 10481434 ; gold=0; out=0.586575
Error at index 10481435 ; gold=0; out=0.963979
Error at index 10481436 ; gold=0; out=0.666994
Error at index 10481437 ; gold=0; out=0.659799
Error at index 10481438 ; gold=0; out=0.140889
Error at index 10481439 ; gold=0; out=0.949155
Error at index 10481440 ; gold=0; out=0.768661
Error at index 10481441 ; gold=0; out=0.276885
Error at index 10481442 ; gold=0; out=0.0634636
Error at index 10481443 ; gold=0; out=0.148518
Error at index 10481444 ; gold=0; out=0.579019
Error at index 10481445 ; gold=0; out=0.593332
Error at index 10481446 ; gold=0; out=0.915259
Error at index 10481447 ; gold=0; out=0.742414
Error at index 10481448 ; gold=0; out=0.641472
Error at index 10481449 ; gold=0; out=0.0212477
Error at index 10481450 ; gold=0; out=0.600782
Error at index 10481451 ; gold=0; out=0.152369
Error at index 10481452 ; gold=0; out=0.876745
Error at index 10481453 ; gold=0; out=0.0592677
Error at index 10481454 ; gold=0; out=0.0927242
Error at index 10481455 ; gold=0; out=0.503658
Error at index 10481456 ; gold=0; out=0.32164
Error at index 10481457 ; gold=0; out=0.690986
Error at index 10481458 ; gold=0; out=0.760027
Error at index 10481459 ; gold=0; out=0.267953
Error at index 10481460 ; gold=0; out=0.678935
Error at index 10481461 ; gold=0; out=0.0193605
Error at index 10481462 ; gold=0; out=0.321959
Error at index 10481463 ; gold=0; out=0.270031
Error at index 10481464 ; gold=0; out=0.541373
Error at index 10481465 ; gold=0; out=0.908534
Error at index 10481466 ; gold=0; out=0.234009
Error at index 10481467 ; gold=0; out=0.208367
Error at index 10481468 ; gold=0; out=0.568333
Error at index 10481469 ; gold=0; out=0.374898
Error at index 10481470 ; gold=0; out=0.157522
Error at index 10481471 ; gold=0; out=0.336994
Error at index 10481472 ; gold=0; out=0.651783
Error at index 10481473 ; gold=0; out=0.220986
Error at index 10481474 ; gold=0; out=0.485512
Error at index 10481475 ; gold=0; out=0.230802
Error at index 10481476 ; gold=0; out=0.814319
Error at index 10481477 ; gold=0; out=0.400771
Error at index 10481478 ; gold=0; out=0.973216
Error at index 10481479 ; gold=0; out=0.45579
Error at index 10481480 ; gold=0; out=0.422019
Error at index 10481481 ; gold=0; out=0.573998
Error at index 10481482 ; gold=0; out=0.608159
Error at index 10481483 ; gold=0; out=0.298764
Error at index 10481484 ; gold=0; out=0.633266
Error at index 10481485 ; gold=0; out=0.700884
Error at index 10481486 ; gold=0; out=0.802422
Error at index 10481487 ; gold=0; out=0.954905
Error at index 10481488 ; gold=0; out=0.39187
Error at index 10481489 ; gold=0; out=0.562449
Error at index 10481490 ; gold=0; out=0.222858
Error at index 10481491 ; gold=0; out=0.070805
Error at index 10481492 ; gold=0; out=0.581809
Error at index 10481493 ; gold=0; out=0.544817
Error at index 10481494 ; gold=0; out=0.340836
Error at index 10481495 ; gold=0; out=0.123183
Error at index 10481496 ; gold=0; out=0.453352
Error at index 10481497 ; gold=0; out=0.574845
Error at index 10481498 ; gold=0; out=0.33155
Error at index 10481499 ; gold=0; out=0.0216849
Error at index 10481500 ; gold=0; out=0.949743
Error at index 10481501 ; gold=0; out=0.489073
Error at index 10481502 ; gold=0; out=0.358679
Error at index 10481503 ; gold=0; out=0.601525
Error at index 10481504 ; gold=0; out=0.710059
Error at index 10481505 ; gold=0; out=0.844191
Error at index 10481506 ; gold=0; out=0.832327
Error at index 10481507 ; gold=0; out=0.524377
Error at index 10481508 ; gold=0; out=0.244962
Error at index 10481509 ; gold=0; out=0.805543
Error at index 10481510 ; gold=0; out=0.980167
Error at index 10481511 ; gold=0; out=0.666981
Error at index 10481512 ; gold=0; out=0.379541
Error at index 10481513 ; gold=0; out=0.588327
Error at index 10481514 ; gold=0; out=0.965745
Error at index 10481515 ; gold=0; out=0.0128069
Error at index 10481516 ; gold=0; out=0.289211
Error at index 10481517 ; gold=0; out=0.768167
Error at index 10481518 ; gold=0; out=0.967712
Error at index 10481519 ; gold=0; out=0.68108
Error at index 10481520 ; gold=0; out=0.330616
Error at index 10481521 ; gold=0; out=0.190571
Error at index 10481522 ; gold=0; out=0.751885
Error at index 10481523 ; gold=0; out=0.912425
Error at index 10481524 ; gold=0; out=0.735388
Error at index 10481525 ; gold=0; out=0.0927209
Error at index 10481526 ; gold=0; out=0.0356078
Error at index 10481527 ; gold=0; out=0.18874
Error at index 10481528 ; gold=0; out=0.667566
Error at index 10481529 ; gold=0; out=0.367158
Error at index 10481530 ; gold=0; out=0.210425
Error at index 10481531 ; gold=0; out=0.617308
Error at index 10481532 ; gold=0; out=0.85623
Error at index 10481533 ; gold=0; out=0.569103
Error at index 10481534 ; gold=0; out=0.218834
Error at index 10481535 ; gold=0; out=0.566289
Error at index 10481536 ; gold=0; out=0.413294
Error at index 10481537 ; gold=0; out=0.0511613
Error at index 10481538 ; gold=0; out=0.090666
Error at index 10481539 ; gold=0; out=0.658256
Error at index 10481540 ; gold=0; out=0.856705
Error at index 10481541 ; gold=0; out=0.0708335
Error at index 10481542 ; gold=0; out=0.325237
Error at index 10481543 ; gold=0; out=0.236246
Error at index 10481544 ; gold=0; out=0.65916
Error at index 10481545 ; gold=0; out=0.290982
Error at index 10481546 ; gold=0; out=0.249053
Error at index 10481547 ; gold=0; out=0.948371
Error at index 10481548 ; gold=0; out=0.0591489
Error at index 10481549 ; gold=0; out=0.216765
Error at index 10481550 ; gold=0; out=0.629451
Error at index 10481551 ; gold=0; out=0.389765
Error at index 10481552 ; gold=0; out=0.407335
Error at index 10481553 ; gold=0; out=0.381337
Error at index 10481554 ; gold=0; out=0.30219
Error at index 10481555 ; gold=0; out=0.142723
Error at index 10481556 ; gold=0; out=0.474058
Error at index 10481557 ; gold=0; out=0.337797
Error at index 10481558 ; gold=0; out=0.331463
Error at index 10481559 ; gold=0; out=0.141623
Error at index 10481560 ; gold=0; out=0.704955
Error at index 10481561 ; gold=0; out=0.541888
Error at index 10481562 ; gold=0; out=0.758932
Error at index 10481563 ; gold=0; out=0.561186
Error at index 10481564 ; gold=0; out=0.110991
Error at index 10481565 ; gold=0; out=0.977766
Error at index 10481566 ; gold=0; out=0.127475
Error at index 10481567 ; gold=0; out=0.524286
Error at index 10481568 ; gold=0; out=0.0289271
Error at index 10481569 ; gold=0; out=0.218141
Error at index 10481570 ; gold=0; out=0.182542
Error at index 10481571 ; gold=0; out=0.885632
Error at index 10481572 ; gold=0; out=0.288974
Error at index 10481573 ; gold=0; out=0.507779
Error at index 10481574 ; gold=0; out=0.121877
Error at index 10481575 ; gold=0; out=0.948134
Error at index 10481576 ; gold=0; out=0.798761
Error at index 10481577 ; gold=0; out=0.37093
Error at index 10481578 ; gold=0; out=0.896505
Error at index 10481579 ; gold=0; out=0.85791
Error at index 10481580 ; gold=0; out=0.587695
Error at index 10481581 ; gold=0; out=0.525957
Error at index 10481582 ; gold=0; out=0.247675
Error at index 10481583 ; gold=0; out=0.99503
Error at index 10481584 ; gold=0; out=0.907293
Error at index 10481585 ; gold=0; out=0.549864
Error at index 10481586 ; gold=0; out=0.137754
Error at index 10481587 ; gold=0; out=0.381351
Error at index 10481588 ; gold=0; out=0.887662
Error at index 10481589 ; gold=0; out=0.469217
Error at index 10481590 ; gold=0; out=0.522974
Error at index 10481591 ; gold=0; out=0.592617
Error at index 10481592 ; gold=0; out=0.0111049
Error at index 10481593 ; gold=0; out=0.281906
Error at index 10481594 ; gold=0; out=0.153803
Error at index 10481595 ; gold=0; out=0.122096
Error at index 10481596 ; gold=0; out=0.259672
Error at index 10481597 ; gold=0; out=0.281277
Error at index 10481598 ; gold=0; out=0.646382
Error at index 10481599 ; gold=0; out=0.288599
Error at index 10481600 ; gold=0; out=0.499418
Error at index 10481601 ; gold=0; out=0.828924
Error at index 10481602 ; gold=0; out=0.17423
Error at index 10481603 ; gold=0; out=0.788392
Error at index 10481604 ; gold=0; out=0.336703
Error at index 10481605 ; gold=0; out=0.296108
Error at index 10481606 ; gold=0; out=0.736526
Error at index 10481607 ; gold=0; out=0.135464
Error at index 10481608 ; gold=0; out=0.667038
Error at index 10481609 ; gold=0; out=0.633031
Error at index 10481610 ; gold=0; out=0.993374
Error at index 10481611 ; gold=0; out=0.254733
Error at index 10481612 ; gold=0; out=0.158988
Error at index 10481613 ; gold=0; out=0.241049
Error at index 10481614 ; gold=0; out=0.249763
Error at index 10481615 ; gold=0; out=0.0662813
Error at index 10481616 ; gold=0; out=0.790914
Error at index 10481617 ; gold=0; out=0.387517
Error at index 10481618 ; gold=0; out=0.447632
Error at index 10481619 ; gold=0; out=0.678576
Error at index 10481620 ; gold=0; out=0.856734
Error at index 10481621 ; gold=0; out=0.970606
Error at index 10481622 ; gold=0; out=0.271193
Error at index 10481623 ; gold=0; out=0.867839
Error at index 10481624 ; gold=0; out=0.252512
Error at index 10481625 ; gold=0; out=0.424996
Error at index 10481626 ; gold=0; out=0.989935
Error at index 10481627 ; gold=0; out=0.512184
Error at index 10481628 ; gold=0; out=0.706273
Error at index 10481629 ; gold=0; out=0.636317
Error at index 10481630 ; gold=0; out=0.800783
Error at index 10481631 ; gold=0; out=0.205691
Error at index 10481632 ; gold=0; out=0.465241
Error at index 10481633 ; gold=0; out=0.975013
Error at index 10481634 ; gold=0; out=0.994083
Error at index 10481635 ; gold=0; out=0.801944
Error at index 10481636 ; gold=0; out=0.271121
Error at index 10481637 ; gold=0; out=0.730609
Error at index 10481638 ; gold=0; out=0.937408
Error at index 10481639 ; gold=0; out=0.938159
Error at index 10481640 ; gold=0; out=0.36364
Error at index 10481641 ; gold=0; out=0.930782
Error at index 10481642 ; gold=0; out=0.192892
Error at index 10481643 ; gold=0; out=0.522628
Error at index 10481644 ; gold=0; out=0.171831
Error at index 10481645 ; gold=0; out=0.442655
Error at index 10481646 ; gold=0; out=0.58891
Error at index 10481647 ; gold=0; out=0.962745
Error at index 10481648 ; gold=0; out=0.830172
Error at index 10481649 ; gold=0; out=0.0365415
Error at index 10481650 ; gold=0; out=0.64132
Error at index 10481651 ; gold=0; out=0.686906
Error at index 10481652 ; gold=0; out=0.00714759
Error at index 10481653 ; gold=0; out=0.912513
Error at index 10481654 ; gold=0; out=0.554745
Error at index 10481655 ; gold=0; out=0.25966
Error at index 10481656 ; gold=0; out=0.337509
Error at index 10481657 ; gold=0; out=0.54468
Error at index 10481658 ; gold=0; out=0.771843
Error at index 10481659 ; gold=0; out=0.0437816
Error at index 10481660 ; gold=0; out=0.180997
Error at index 10481661 ; gold=0; out=0.572626
Error at index 10481662 ; gold=0; out=0.249472
Error at index 10481663 ; gold=0; out=0.646238
Error at index 10481664 ; gold=0; out=0.547639
Error at index 10481665 ; gold=0; out=0.243555
Error at index 10481666 ; gold=0; out=0.448182
Error at index 10481667 ; gold=0; out=0.81876
Error at index 10481668 ; gold=0; out=0.974163
Error at index 10481669 ; gold=0; out=0.38559
Error at index 10481670 ; gold=0; out=0.756918
Error at index 10481671 ; gold=0; out=0.337804
Error at index 10481672 ; gold=0; out=0.316372
Error at index 10481673 ; gold=0; out=0.94981
Error at index 10481674 ; gold=0; out=0.860432
Error at index 10481675 ; gold=0; out=0.488204
Error at index 10481676 ; gold=0; out=0.392465
